8,EXP,1991,LAST,1541,1.00,1515
8,EXP,1990,LAST,1545,1.00,1532
8,EXP,1976,1995,1554,1.00,1562
8,PRD,1991,LAST,1541,1.00,1515
8,PRD,1990,LAST,1545,1.00,1532
8,TRD,1976,LAST,1547,1.00,1534
12,EXP,1976,LAST,1540,1.00,1527
12,IMP,1976,1984,1540,1.00,1527
12,TRD,1976,LAST,1541,1.00,1528
12,TRD,1976,LAST,1542,1.00,1530
12,TRD,1976,LAST,1543,1.00,1530
12,TRD,1976,LAST,1544,1.00,1531
12,TRD,1976,LAST,1545,1.00,1532
12,TRD,1976,LAST,1546,1.00,1533
12,TRD,1976,LAST,1548,1.00,1535
12,TRD,1976,LAST,1549,1.00,1523
12,TRD,1976,LAST,1563,1.00,1564
24,IMP,1976,LAST,1519,1.00,1520
24,EXP,2016,2016,1558,1.00,1559
24,PRD,1976,LAST,1541,1.00,1528
24,PRD,1976,LAST,1544,1.00,1531
24,PRD,1976,LAST,1545,1.00,1532
24,PRD,1976,LAST,1548,1.00,1535
24,TRD,1976,LAST,1504,1.00,1503
24,TRD,1976,LAST,1507,1.00,1506
24,TRD,1976,LAST,1540,1.00,1527
24,TRD,1976,LAST,1541,1.00,1528
24,TRD,1976,LAST,1542,1.00,1516
24,TRD,1976,LAST,1543,1.00,1517
24,TRD,1976,LAST,1544,1.00,1531
24,TRD,1976,LAST,1545,1.00,1532
24,TRD,1976,LAST,1548,1.00,1535
24,TRD,1976,LAST,1549,1.00,1535
24,TRD,1976,LAST,1562,1.00,1563
28,EXP,1976,LAST,1514,1.00,1540
28,EXP,1976,LAST,1517,1.00,1543
28,EXP,1976,LAST,1527,1.00,1540
28,EXP,1976,LAST,1528,1.00,1515
32,EXP,1976,LAST,1521,1.00,1524
32,EXP,1976,1986,1534,1.00,1521
32,EXP,1987,LAST,1534,1.00,1524
32,EXP,1991,LAST,1545,1.00,1519
32,EXP,1976,1990,1545,1.00,1532
32,EXP,1999,LAST,1558,1.00,1559
32,EXP,1998,2000,1563,1.00,1571
32,EXP,1991,1991,1533,1.00,1532
32,EXP,1982,1982,1553,1.00,1571
32,IMP,1976,LAST,1545,1.00,1532
32,PRD,1987,LAST,1521,1.00,1524
32,PRD,1976,LAST,1541,1.00,1515
32,PRD,1976,LAST,1542,1.00,1516
32,PRD,1976,LAST,1543,1.00,1517
32,PRD,1976,LAST,1544,1.00,1518
32,PRD,1976,LAST,1545,1.00,1519
32,PRD,1976,LAST,1548,1.00,1522
32,PRD,1976,LAST,1549,1.00,1523
32,TRD,1976,LAST,1540,1.00,1514
32,TRD,1976,LAST,1541,1.00,1515
32,TRD,1976,LAST,1542,1.00,1516
32,TRD,1976,LAST,1543,1.00,1517
32,TRD,1976,LAST,1544,1.00,1518
32,TRD,1976,LAST,1546,1.00,1520
32,TRD,1976,LAST,1548,1.00,1522
32,TRD,1976,LAST,1549,1.00,1523
32,TRD,1976,LAST,1550,1.00,1524
51,EXP,2000,2000,1515,1.00,1528
51,EXP,2017,2017,1514,1.00,1515
51,IMP,2009,2009,1516,1.00,1517
51,IMP,2017,2017,1516,1.00,1517
51,EXP,2013,2017,1503,1.00,1504
51,EXP,1996,LAST,1546,1.00,1520
51,IMP,1997,1999,1546,1.00,1520
51,EXP,2000,2017,1540,1.00,1501
51,EXP,2001,2002,1541,1.00,1501
51,EXP,2005,2017,1542,1.00,1517
51,EXP,2003,2004,1544,1.00,1531
51,EXP,1999,LAST,1554,1.00,1553
