"geographicAreaM49_fi","measuredItemFaostat_L2","measuredElementSuaFbs","timePointYears","Value","flagObservationStatus","flagMethod"
"36","1501","5510","1961.0",600,"","-"
"36","1501","5510","1962.0",600,"","-"
"36","1501","5510","1963.0",600,"","-"
"36","1501","5510","1964.0",500,"","-"
"36","1501","5510","1965.0",800,"","-"
"36","1501","5510","1966.0",800,"","-"
"36","1501","5510","1967.0",900,"","-"
"36","1501","5510","1968.0",1000,"","-"
"36","1501","5510","1969.0",1300,"","-"
"36","1501","5510","1970.0",900,"","-"
"36","1501","5510","1971.0",1100,"","-"
"36","1501","5510","1972.0",1500,"","-"
"36","1501","5510","1973.0",2100,"","-"
"36","1501","5510","1974.0",2107,"","-"
"36","1501","5510","1975.0",2368,"","-"
"36","1501","5510","1976.0",2586,"","-"
"36","1501","5510","1977.0",3278,"","-"
"36","1501","5510","1978.0",3310,"","-"
"36","1501","5510","1979.0",3116,"","-"
"36","1501","5510","1980.0",3214,"","-"
"36","1501","5510","1981.0",3267,"","-"
"36","1501","5510","1982.0",3923,"","-"
"36","1501","5510","1983.0",3695,"","-"
"36","1501","5510","1984.0",4485,"","-"
"36","1501","5510","1985.0",3988,"E","f"
"36","1501","5510","1986.0",3647,"","-"
"36","1501","5510","1987.0",4821,"","-"
"36","1501","5510","1988.0",6237,"","-"
"36","1501","5510","1989.0",7435,"","-"
"36","1501","5510","1990.0",8013,"","-"
"36","1501","5510","1991.0",9005,"","-"
"36","1501","5510","1992.0",10667,"","-"
"36","1501","5510","1993.0",10376,"","-"
"36","1501","5510","1994.0",8342,"","-"
"36","1501","5510","1995.0",10541,"","-"
"36","1501","5510","1996.0",12566,"","-"
"36","1501","5510","1997.0",12746,"","-"
"36","1501","5510","1998.0",12456,"","-"
"36","1501","5510","1999.0",14186,"","-"
"36","1501","5510","2000.0",16245,"","-"
"36","1501","5510","2001.0",18286,"","-"
"36","1501","5510","2002.0",20087,"","-"
"36","1501","5510","2003.0",19538,"","-"
"36","1501","5510","2004.0",20628,"","-"
"36","1501","5510","2005.0",21406,"","-"
"36","1501","5510","2006.0",25757,"","-"
"36","1501","5510","2007.0",31548,"","-"
"36","1501","5510","2008.0",32680,"","-"
"36","1501","5510","2009.0",37111,"","-"
"36","1501","5510","2010.0",39651,"","-"
"36","1501","5510","2011.0",45189,"","-"
"36","1501","5510","2012.0",52799,"","-"
"36","1501","5510","2013.0",50168,"","-"
"36","1501","5510","2014.0",48594,"","-"
"36","1501","5510","2015.0",55465,"","-"
"36","1501","5510","2016.0",63031,"","-"
"36","1501","5510","2017.0",60505,"","-"
"36","1501","5610","1988.0",0,"","-"
"36","1501","5610","1989.0",6,"","-"
"36","1501","5610","1990.0",76,"","-"
"36","1501","5610","1991.0",4,"","-"
"36","1501","5610","1992.0",13,"","-"
"36","1501","5610","1993.0",5,"","-"
"36","1501","5610","1994.0",19,"","-"
"36","1501","5610","1995.0",52,"","-"
"36","1501","5610","1996.0",23,"","-"
"36","1501","5610","1997.0",0,"","-"
"36","1501","5610","1998.0",0,"","-"
"36","1501","5610","1999.0",0,"","-"
"36","1501","5610","2000.0",166,"","-"
"36","1501","5610","2001.0",456,"","-"
"36","1501","5610","2002.0",308,"","-"
"36","1501","5610","2003.0",559,"","-"
"36","1501","5610","2004.0",482,"","-"
"36","1501","5610","2005.0",491,"","-"
"36","1501","5610","2006.0",579,"","-"
"36","1501","5610","2007.0",764,"","-"
"36","1501","5610","2008.0",626,"","-"
"36","1501","5610","2009.0",594,"","-"
"36","1501","5610","2010.0",1265,"","-"
"36","1501","5610","2011.0",641,"","-"
"36","1501","5610","2012.0",537,"","-"
"36","1501","5610","2013.0",696,"","-"
"36","1501","5610","2014.0",568,"","-"
"36","1501","5610","2015.0",450,"","-"
"36","1501","5610","2016.0",865,"","-"
"36","1501","5610","2017.0",8752,"","-"
"36","1501","5622","1988.0",614,"","-"
"36","1501","5622","1989.0",1403,"","-"
"36","1501","5622","1990.0",2275,"","-"
"36","1501","5622","1991.0",1854,"","-"
"36","1501","5622","1992.0",1948,"","-"
"36","1501","5622","1993.0",1743,"","-"
"36","1501","5622","1994.0",1688,"","-"
"36","1501","5622","1995.0",1680,"","-"
"36","1501","5622","1996.0",1452,"","-"
"36","1501","5622","1997.0",0,"","-"
"36","1501","5622","1998.0",0,"","-"
"36","1501","5622","1999.0",0,"","-"
"36","1501","5622","2000.0",869,"","-"
"36","1501","5622","2001.0",2139,"","-"
"36","1501","5622","2002.0",1480,"","-"
"36","1501","5622","2003.0",2798,"","-"
"36","1501","5622","2004.0",2850,"","-"
"36","1501","5622","2005.0",3423,"","-"
"36","1501","5622","2006.0",3556,"","-"
"36","1501","5622","2007.0",6422,"","-"
"36","1501","5622","2008.0",5260,"","-"
"36","1501","5622","2009.0",4041,"","-"
"36","1501","5622","2010.0",9342,"","-"
"36","1501","5622","2011.0",6712,"","-"
"36","1501","5622","2012.0",6375,"","-"
"36","1501","5622","2013.0",8174,"","-"
"36","1501","5622","2014.0",6922,"","-"
"36","1501","5622","2015.0",6216,"","-"
"36","1501","5622","2016.0",9883,"","-"
"36","1501","5622","2017.0",13104,"","-"
"36","1501","5637","1989.0",233.833333,"I","i"
"36","1501","5637","1990.0",29.934211,"I","i"
"36","1501","5637","1991.0",463.5,"I","i"
"36","1501","5637","1992.0",149.846154,"I","i"
"36","1501","5637","1993.0",348.6,"I","i"
"36","1501","5637","1994.0",88.842105,"I","i"
"36","1501","5637","1995.0",32.307692,"I","i"
"36","1501","5637","1996.0",63.130435,"I","i"
"36","1501","5637","2000.0",5.23494,"I","i"
"36","1501","5637","2001.0",4.690789,"I","i"
"36","1501","5637","2002.0",4.805195,"I","i"
"36","1501","5637","2003.0",5.005367,"I","i"
"36","1501","5637","2004.0",5.912863,"I","i"
"36","1501","5637","2005.0",6.971487,"I","i"
"36","1501","5637","2006.0",6.141623,"I","i"
"36","1501","5637","2007.0",8.405759,"I","i"
"36","1501","5637","2008.0",8.402556,"I","i"
"36","1501","5637","2009.0",6.80303,"I","i"
"36","1501","5637","2010.0",7.38498,"I","i"
"36","1501","5637","2011.0",10.471139,"I","i"
"36","1501","5637","2012.0",11.871508,"I","i"
"36","1501","5637","2013.0",11.744253,"I","i"
"36","1501","5637","2014.0",12.18662,"I","i"
"36","1501","5637","2015.0",13.813333,"I","i"
"36","1501","5637","2016.0",11.425434,"I","i"
"36","1501","5637","2017.0",1.497258,"I","i"
"36","1501","5910","1989.0",257,"","-"
"36","1501","5910","1990.0",848,"","-"
"36","1501","5910","1991.0",1575,"","-"
"36","1501","5910","1992.0",506,"","-"
"36","1501","5910","1993.0",1554,"","-"
"36","1501","5910","1994.0",3541,"","-"
"36","1501","5910","1995.0",3913,"","-"
"36","1501","5910","1996.0",4387,"","-"
"36","1501","5910","1997.0",4023,"","-"
"36","1501","5910","1998.0",2696,"","-"
"36","1501","5910","1999.0",3103,"","-"
"36","1501","5910","2000.0",2465,"","-"
"36","1501","5910","2001.0",3088,"","-"
"36","1501","5910","2002.0",2723,"","-"
"36","1501","5910","2003.0",1255,"","-"
"36","1501","5910","2004.0",1423,"","-"
"36","1501","5910","2005.0",1514,"","-"
"36","1501","5910","2006.0",873,"","-"
"36","1501","5910","2007.0",3037,"","-"
"36","1501","5910","2008.0",4315,"","-"
"36","1501","5910","2009.0",5688,"","-"
"36","1501","5910","2010.0",5777,"","-"
"36","1501","5910","2011.0",5893,"","-"
"36","1501","5910","2012.0",3692,"","-"
"36","1501","5910","2013.0",2574,"","-"
"36","1501","5910","2014.0",2162,"","-"
"36","1501","5910","2015.0",9416,"","-"
"36","1501","5910","2016.0",3622,"","-"
"36","1501","5910","2017.0",13059,"","-"
"36","1501","5922","1989.0",2656,"","-"
"36","1501","5922","1990.0",8773,"","-"
"36","1501","5922","1991.0",14077,"","-"
"36","1501","5922","1992.0",5159,"","-"
"36","1501","5922","1993.0",15624,"","-"
"36","1501","5922","1994.0",22610,"","-"
"36","1501","5922","1995.0",24560,"","-"
"36","1501","5922","1996.0",28617,"","-"
"36","1501","5922","1997.0",24196,"","-"
"36","1501","5922","1998.0",13679,"","-"
"36","1501","5922","1999.0",16769,"","-"
"36","1501","5922","2000.0",26175,"","-"
"36","1501","5922","2001.0",31051,"","-"
"36","1501","5922","2002.0",28666,"","-"
"36","1501","5922","2003.0",18943,"","-"
"36","1501","5922","2004.0",18096,"","-"
"36","1501","5922","2005.0",12663,"","-"
"36","1501","5922","2006.0",11559,"","-"
"36","1501","5922","2007.0",29189,"","-"
"36","1501","5922","2008.0",38934,"","-"
"36","1501","5922","2009.0",43504,"","-"
"36","1501","5922","2010.0",51327,"","-"
"36","1501","5922","2011.0",56919,"","-"
"36","1501","5922","2012.0",51721,"","-"
"36","1501","5922","2013.0",43626,"","-"
"36","1501","5922","2014.0",35713,"","-"
"36","1501","5922","2015.0",80844,"","-"
"36","1501","5922","2016.0",42656,"","-"
"36","1501","5922","2017.0",121020,"","-"
"36","1501","5937","1989.0",10.33463,"I","i"
"36","1501","5937","1990.0",10.345519,"I","i"
"36","1501","5937","1991.0",8.937778,"I","i"
"36","1501","5937","1992.0",10.195652,"I","i"
"36","1501","5937","1993.0",10.054054,"I","i"
"36","1501","5937","1994.0",6.385202,"I","i"
"36","1501","5937","1995.0",6.276514,"I","i"
"36","1501","5937","1996.0",6.523137,"I","i"
"36","1501","5937","1997.0",6.014417,"I","i"
"36","1501","5937","1998.0",5.073813,"I","i"
"36","1501","5937","1999.0",5.404125,"I","i"
"36","1501","5937","2000.0",10.618661,"I","i"
"36","1501","5937","2001.0",10.055376,"I","i"
"36","1501","5937","2002.0",10.52736,"I","i"
"36","1501","5937","2003.0",15.094024,"I","i"
"36","1501","5937","2004.0",12.716796,"I","i"
"36","1501","5937","2005.0",8.363937,"I","i"
"36","1501","5937","2006.0",13.24055,"I","i"
"36","1501","5937","2007.0",9.611129,"I","i"
"36","1501","5937","2008.0",9.022943,"I","i"
"36","1501","5937","2009.0",7.648383,"I","i"
"36","1501","5937","2010.0",8.884715,"I","i"
"36","1501","5937","2011.0",9.658748,"I","i"
"36","1501","5937","2012.0",14.008938,"I","i"
"36","1501","5937","2013.0",16.948718,"I","i"
"36","1501","5937","2014.0",16.518501,"I","i"
"36","1501","5937","2015.0",8.585811,"I","i"
"36","1501","5937","2016.0",11.776919,"I","i"
"36","1501","5937","2017.0",9.267172,"I","i"
"36","1501","5023","1989.0",540,"","-"
"36","1501","5023","1990.0",820,"","-"
"36","1501","5023","1991.0",560,"","-"
"36","1501","5023","1992.0",380,"","-"
"36","1501","5023","1993.0",680,"","-"
"36","1501","5023","1994.0",670,"","-"
"36","1501","5023","1995.0",680,"","-"
"36","1501","5023","1996.0",750,"","-"
"36","1501","5023","1997.0",650,"","-"
"36","1501","5023","1998.0",1180,"","-"
"36","1501","5023","1999.0",950,"","-"
"36","1501","5023","2000.0",960,"","-"
"36","1501","5023","2001.0",690,"","-"
"36","1501","5023","2002.0",370,"","-"
"36","1501","5023","2003.0",420,"","-"
"36","1501","5023","2004.0",160,"","-"
"36","1501","5023","2005.0",170,"","-"
"36","1501","5023","2006.0",145,"","-"
"36","1501","5023","2007.0",320,"","-"
"36","1501","5023","2008.0",260,"","-"
"36","1501","5023","2009.0",540,"","-"
"36","1501","5023","2010.0",260,"","-"
"36","1501","5023","2011.0",240,"","-"
"36","1501","5023","2012.0",250,"","-"
"36","1501","5023","2013.0",145,"","-"
"36","1501","5023","2014.0",225,"","-"
"36","1501","5023","2015.0",385,"","-"
"36","1501","5023","2016.0",475,"","-"
"36","1501","5023","2017.0",470,"E","f"
"36","1501","5141","1961.0",600,"E","b"
"36","1501","5141","1962.0",600,"E","b"
"36","1501","5141","1963.0",600,"E","b"
"36","1501","5141","1964.0",500,"E","b"
"36","1501","5141","1965.0",800,"E","b"
"36","1501","5141","1966.0",800,"E","b"
"36","1501","5141","1967.0",900,"E","b"
"36","1501","5141","1968.0",1000,"E","b"
"36","1501","5141","1969.0",1300,"E","b"
"36","1501","5141","1970.0",900,"E","b"
"36","1501","5141","1971.0",1100,"E","b"
"36","1501","5141","1972.0",1500,"E","b"
"36","1501","5141","1973.0",2100,"E","b"
"36","1501","5141","1974.0",2107,"E","b"
"36","1501","5141","1975.0",2368,"E","b"
"36","1501","5141","1976.0",2586,"E","b"
"36","1501","5141","1977.0",3278,"E","b"
"36","1501","5141","1978.0",3310,"E","b"
"36","1501","5141","1979.0",3116,"E","b"
"36","1501","5141","1980.0",3214,"E","b"
"36","1501","5141","1981.0",3267,"E","b"
"36","1501","5141","1982.0",3923,"E","b"
"36","1501","5141","1983.0",3695,"E","b"
"36","1501","5141","1984.0",4485,"E","b"
"36","1501","5141","1985.0",3988,"E","b"
"36","1501","5141","1986.0",3647,"E","b"
"36","1501","5141","1987.0",4821,"E","b"
"36","1501","5141","1988.0",6237,"E","b"
"36","1501","5141","1989.0",6644,"E","b"
"36","1501","5141","1990.0",6421,"E","b"
"36","1501","5141","1991.0",6874,"E","b"
"36","1501","5141","1992.0",9794,"E","b"
"36","1501","5141","1993.0",8147,"E","b"
"36","1501","5141","1994.0",4150,"E","b"
"36","1501","5141","1995.0",6000,"E","b"
"36","1501","5141","1996.0",7452,"E","b"
"36","1501","5141","1997.0",8073,"E","b"
"36","1501","5141","1998.0",8580,"E","b"
"36","1501","5141","1999.0",10133,"E","b"
"36","1501","5141","2000.0",12986,"E","b"
"36","1501","5141","2001.0",14964,"E","b"
"36","1501","5141","2002.0",17302,"E","b"
"36","1501","5141","2003.0",18422,"E","b"
"36","1501","5141","2004.0",19527,"E","b"
"36","1501","5141","2005.0",20213,"E","b"
"36","1501","5141","2006.0",25318,"E","b"
"36","1501","5141","2007.0",28955,"E","b"
"36","1501","5141","2008.0",28731,"E","b"
"36","1501","5141","2009.0",31477,"E","b"
"36","1501","5141","2010.0",34879,"E","b"
"36","1501","5141","2011.0",39697,"E","b"
"36","1501","5141","2012.0",49394,"E","b"
"36","1501","5141","2013.0",48145,"E","b"
"36","1501","5141","2014.0",46775,"E","b"
"36","1501","5141","2015.0",46114,"E","b"
"36","1501","5141","2016.0",59799,"E","b"
"36","1501","5141","2017.0",55728,"E","b"
"36","1501","261","1961.0",414,"I","i"
"36","1501","261","1962.0",414,"I","i"
"36","1501","261","1963.0",414,"I","i"
"36","1501","261","1964.0",345,"I","i"
"36","1501","261","1965.0",552,"I","i"
"36","1501","261","1966.0",552,"I","i"
"36","1501","261","1967.0",621,"I","i"
"36","1501","261","1968.0",690,"I","i"
"36","1501","261","1969.0",897,"I","i"
"36","1501","261","1970.0",621,"I","i"
"36","1501","261","1971.0",759,"I","i"
"36","1501","261","1972.0",1035,"I","i"
"36","1501","261","1973.0",1449,"I","i"
"36","1501","261","1974.0",1453.83,"I","i"
"36","1501","261","1975.0",1633.92,"I","i"
"36","1501","261","1976.0",1784.34,"I","i"
"36","1501","261","1977.0",2261.82,"I","i"
"36","1501","261","1978.0",2283.9,"I","i"
"36","1501","261","1979.0",2150.04,"I","i"
"36","1501","261","1980.0",2217.66,"I","i"
"36","1501","261","1981.0",2254.23,"I","i"
"36","1501","261","1982.0",2706.87,"I","i"
"36","1501","261","1983.0",2549.55,"I","i"
"36","1501","261","1984.0",3094.65,"I","i"
"36","1501","261","1985.0",2751.72,"I","i"
"36","1501","261","1986.0",2516.43,"I","i"
"36","1501","261","1987.0",3326.49,"I","i"
"36","1501","261","1988.0",4303.53,"I","i"
"36","1501","261","1989.0",4584.36,"I","i"
"36","1501","261","1990.0",4430.49,"I","i"
"36","1501","261","1991.0",4743.06,"I","i"
"36","1501","261","1992.0",6757.86,"I","i"
"36","1501","261","1993.0",5621.43,"I","i"
"36","1501","261","1994.0",2863.5,"I","i"
"36","1501","261","1995.0",4140,"I","i"
"36","1501","261","1996.0",5141.88,"I","i"
"36","1501","261","1997.0",5570.37,"I","i"
"36","1501","261","1998.0",5920.2,"I","i"
"36","1501","261","1999.0",6991.77,"I","i"
"36","1501","261","2000.0",8960.34,"I","i"
"36","1501","261","2001.0",10325.16,"I","i"
"36","1501","261","2002.0",11938.38,"I","i"
"36","1501","261","2003.0",12711.18,"I","i"
"36","1501","261","2004.0",13473.63,"I","i"
"36","1501","261","2005.0",13946.97,"I","i"
"36","1501","261","2006.0",17469.42,"I","i"
"36","1501","261","2007.0",19978.95,"I","i"
"36","1501","261","2008.0",19824.39,"I","i"
"36","1501","261","2009.0",21719.13,"I","i"
"36","1501","261","2010.0",24066.51,"I","i"
"36","1501","261","2011.0",27390.93,"I","i"
"36","1501","261","2012.0",34081.86,"I","i"
"36","1501","261","2013.0",33220.05,"I","i"
"36","1501","261","2014.0",32274.75,"I","i"
"36","1501","261","2015.0",31818.66,"I","i"
"36","1501","261","2016.0",41261.31,"I","i"
"36","1501","261","2017.0",38452.32,"I","i"
"36","1501","264","1961.0",0.10809,"I","i"
"36","1501","264","1962.0",0.106087,"I","i"
"36","1501","264","1963.0",0.104114,"I","i"
"36","1501","264","1964.0",0.085037,"I","i"
"36","1501","264","1965.0",0.133089,"I","i"
"36","1501","264","1966.0",0.129887,"I","i"
"36","1501","264","1967.0",0.142382,"I","i"
"36","1501","264","1968.0",0.154129,"I","i"
"36","1501","264","1969.0",0.195534,"I","i"
"36","1501","264","1970.0",0.132475,"I","i"
"36","1501","264","1971.0",0.158929,"I","i"
"36","1501","264","1972.0",0.213254,"I","i"
"36","1501","264","1973.0",0.29436,"I","i"
"36","1501","264","1974.0",0.291545,"I","i"
"36","1501","264","1975.0",0.323652,"I","i"
"36","1501","264","1976.0",0.34932,"I","i"
"36","1501","264","1977.0",0.43787,"I","i"
"36","1501","264","1978.0",0.437286,"I","i"
"36","1501","264","1979.0",0.406994,"I","i"
"36","1501","264","1980.0",0.414754,"I","i"
"36","1501","264","1981.0",0.416213,"I","i"
"36","1501","264","1982.0",0.493056,"I","i"
"36","1501","264","1983.0",0.457816,"I","i"
"36","1501","264","1984.0",0.547451,"I","i"
"36","1501","264","1985.0",0.479284,"I","i"
"36","1501","264","1986.0",0.431268,"I","i"
"36","1501","264","1987.0",0.560671,"I","i"
"36","1501","264","1988.0",0.713389,"I","i"
"36","1501","264","1989.0",0.747956,"I","i"
"36","1501","264","1990.0",0.712283,"I","i"
"36","1501","264","1991.0",0.752361,"I","i"
"36","1501","264","1992.0",1.058832,"I","i"
"36","1501","264","1993.0",0.870739,"I","i"
"36","1501","264","1994.0",0.438703,"I","i"
"36","1501","264","1995.0",0.627462,"I","i"
"36","1501","264","1996.0",0.770993,"I","i"
"36","1501","264","1997.0",0.826382,"I","i"
"36","1501","264","1998.0",0.868989,"I","i"
"36","1501","264","1999.0",1.015449,"I","i"
"36","1501","264","2000.0",1.287585,"I","i"
"36","1501","264","2001.0",1.468099,"I","i"
"36","1501","264","2002.0",1.679464,"I","i"
"36","1501","264","2003.0",1.768046,"I","i"
"36","1501","264","2004.0",1.850474,"I","i"
"36","1501","264","2005.0",1.887991,"I","i"
"36","1501","264","2006.0",2.326351,"I","i"
"36","1501","264","2007.0",2.613154,"I","i"
"36","1501","264","2008.0",2.544848,"I","i"
"36","1501","264","2009.0",2.737217,"I","i"
"36","1501","264","2010.0",2.980807,"I","i"
"36","1501","264","2011.0",3.33827,"I","i"
"36","1501","264","2012.0",4.091472,"I","i"
"36","1501","264","2013.0",3.931359,"I","i"
"36","1501","264","2014.0",3.766783,"I","i"
"36","1501","264","2015.0",3.662859,"I","i"
"36","1501","264","2016.0",4.685625,"I","i"
"36","1501","264","2017.0",4.308646,"I","i"
"36","1501","271","1961.0",65.4,"I","i"
"36","1501","271","1962.0",65.4,"I","i"
"36","1501","271","1963.0",65.4,"I","i"
"36","1501","271","1964.0",54.5,"I","i"
"36","1501","271","1965.0",87.2,"I","i"
"36","1501","271","1966.0",87.2,"I","i"
"36","1501","271","1967.0",98.1,"I","i"
"36","1501","271","1968.0",109,"I","i"
"36","1501","271","1969.0",141.7,"I","i"
"36","1501","271","1970.0",98.1,"I","i"
"36","1501","271","1971.0",119.9,"I","i"
"36","1501","271","1972.0",163.5,"I","i"
"36","1501","271","1973.0",228.9,"I","i"
"36","1501","271","1974.0",229.663,"I","i"
"36","1501","271","1975.0",258.112,"I","i"
"36","1501","271","1976.0",281.874,"I","i"
"36","1501","271","1977.0",357.302,"I","i"
"36","1501","271","1978.0",360.79,"I","i"
"36","1501","271","1979.0",339.644,"I","i"
"36","1501","271","1980.0",350.326,"I","i"
"36","1501","271","1981.0",356.103,"I","i"
"36","1501","271","1982.0",427.607,"I","i"
"36","1501","271","1983.0",402.755,"I","i"
"36","1501","271","1984.0",488.865,"I","i"
"36","1501","271","1985.0",434.692,"I","i"
"36","1501","271","1986.0",397.523,"I","i"
"36","1501","271","1987.0",525.489,"I","i"
"36","1501","271","1988.0",679.833,"I","i"
"36","1501","271","1989.0",724.196,"I","i"
"36","1501","271","1990.0",699.889,"I","i"
"36","1501","271","1991.0",749.266,"I","i"
"36","1501","271","1992.0",1067.546,"I","i"
"36","1501","271","1993.0",888.023,"I","i"
"36","1501","271","1994.0",452.35,"I","i"
"36","1501","271","1995.0",654,"I","i"
"36","1501","271","1996.0",812.268,"I","i"
"36","1501","271","1997.0",879.957,"I","i"
"36","1501","271","1998.0",935.22,"I","i"
"36","1501","271","1999.0",1104.497,"I","i"
"36","1501","271","2000.0",1415.474,"I","i"
"36","1501","271","2001.0",1631.076,"I","i"
"36","1501","271","2002.0",1885.918,"I","i"
"36","1501","271","2003.0",2007.998,"I","i"
"36","1501","271","2004.0",2128.443,"I","i"
"36","1501","271","2005.0",2203.217,"I","i"
"36","1501","271","2006.0",2759.662,"I","i"
"36","1501","271","2007.0",3156.095,"I","i"
"36","1501","271","2008.0",3131.679,"I","i"
"36","1501","271","2009.0",3430.993,"I","i"
"36","1501","271","2010.0",3801.811,"I","i"
"36","1501","271","2011.0",4326.973,"I","i"
"36","1501","271","2012.0",5383.946,"I","i"
"36","1501","271","2013.0",5247.805,"I","i"
"36","1501","271","2014.0",5098.475,"I","i"
"36","1501","271","2015.0",5026.426,"I","i"
"36","1501","271","2016.0",6518.091,"I","i"
"36","1501","271","2017.0",6074.352,"I","i"
"36","1501","274","1961.0",0.017075,"I","i"
"36","1501","274","1962.0",0.016759,"I","i"
"36","1501","274","1963.0",0.016447,"I","i"
"36","1501","274","1964.0",0.013433,"I","i"
"36","1501","274","1965.0",0.021024,"I","i"
"36","1501","274","1966.0",0.020518,"I","i"
"36","1501","274","1967.0",0.022492,"I","i"
"36","1501","274","1968.0",0.024348,"I","i"
"36","1501","274","1969.0",0.030889,"I","i"
"36","1501","274","1970.0",0.020927,"I","i"
"36","1501","274","1971.0",0.025106,"I","i"
"36","1501","274","1972.0",0.033688,"I","i"
"36","1501","274","1973.0",0.0465,"I","i"
"36","1501","274","1974.0",0.046056,"I","i"
"36","1501","274","1975.0",0.051128,"I","i"
"36","1501","274","1976.0",0.055182,"I","i"
"36","1501","274","1977.0",0.069171,"I","i"
"36","1501","274","1978.0",0.069079,"I","i"
"36","1501","274","1979.0",0.064293,"I","i"
"36","1501","274","1980.0",0.065519,"I","i"
"36","1501","274","1981.0",0.06575,"I","i"
"36","1501","274","1982.0",0.077889,"I","i"
"36","1501","274","1983.0",0.072322,"I","i"
"36","1501","274","1984.0",0.086481,"I","i"
"36","1501","274","1985.0",0.075713,"I","i"
"36","1501","274","1986.0",0.068128,"I","i"
"36","1501","274","1987.0",0.08857,"I","i"
"36","1501","274","1988.0",0.112695,"I","i"
"36","1501","274","1989.0",0.118155,"I","i"
"36","1501","274","1990.0",0.11252,"I","i"
"36","1501","274","1991.0",0.118851,"I","i"
"36","1501","274","1992.0",0.167265,"I","i"
"36","1501","274","1993.0",0.137552,"I","i"
"36","1501","274","1994.0",0.069302,"I","i"
"36","1501","274","1995.0",0.099121,"I","i"
"36","1501","274","1996.0",0.121795,"I","i"
"36","1501","274","1997.0",0.130544,"I","i"
"36","1501","274","1998.0",0.137275,"I","i"
"36","1501","274","1999.0",0.160411,"I","i"
"36","1501","274","2000.0",0.203401,"I","i"
"36","1501","274","2001.0",0.231917,"I","i"
"36","1501","274","2002.0",0.265307,"I","i"
"36","1501","274","2003.0",0.2793,"I","i"
"36","1501","274","2004.0",0.292321,"I","i"
"36","1501","274","2005.0",0.298248,"I","i"
"36","1501","274","2006.0",0.367496,"I","i"
"36","1501","274","2007.0",0.412803,"I","i"
"36","1501","274","2008.0",0.402012,"I","i"
"36","1501","274","2009.0",0.432401,"I","i"
"36","1501","274","2010.0",0.470881,"I","i"
"36","1501","274","2011.0",0.52735,"I","i"
"36","1501","274","2012.0",0.646334,"I","i"
"36","1501","274","2013.0",0.621041,"I","i"
"36","1501","274","2014.0",0.595042,"I","i"
"36","1501","274","2015.0",0.578626,"I","i"
"36","1501","274","2016.0",0.740193,"I","i"
"36","1501","274","2017.0",0.680641,"I","i"
"36","1501","281","1961.0",15,"I","i"
"36","1501","281","1962.0",15,"I","i"
"36","1501","281","1963.0",15,"I","i"
"36","1501","281","1964.0",12.5,"I","i"
"36","1501","281","1965.0",20,"I","i"
"36","1501","281","1966.0",20,"I","i"
"36","1501","281","1967.0",22.5,"I","i"
"36","1501","281","1968.0",25,"I","i"
"36","1501","281","1969.0",32.5,"I","i"
"36","1501","281","1970.0",22.5,"I","i"
"36","1501","281","1971.0",27.5,"I","i"
"36","1501","281","1972.0",37.5,"I","i"
"36","1501","281","1973.0",52.5,"I","i"
"36","1501","281","1974.0",52.675,"I","i"
"36","1501","281","1975.0",59.2,"I","i"
"36","1501","281","1976.0",64.65,"I","i"
"36","1501","281","1977.0",81.95,"I","i"
"36","1501","281","1978.0",82.75,"I","i"
"36","1501","281","1979.0",77.9,"I","i"
"36","1501","281","1980.0",80.35,"I","i"
"36","1501","281","1981.0",81.675,"I","i"
"36","1501","281","1982.0",98.075,"I","i"
"36","1501","281","1983.0",92.375,"I","i"
"36","1501","281","1984.0",112.125,"I","i"
"36","1501","281","1985.0",99.7,"I","i"
"36","1501","281","1986.0",91.175,"I","i"
"36","1501","281","1987.0",120.525,"I","i"
"36","1501","281","1988.0",155.925,"I","i"
"36","1501","281","1989.0",166.1,"I","i"
"36","1501","281","1990.0",160.525,"I","i"
"36","1501","281","1991.0",171.85,"I","i"
"36","1501","281","1992.0",244.85,"I","i"
"36","1501","281","1993.0",203.675,"I","i"
"36","1501","281","1994.0",103.75,"I","i"
"36","1501","281","1995.0",150,"I","i"
"36","1501","281","1996.0",186.3,"I","i"
"36","1501","281","1997.0",201.825,"I","i"
"36","1501","281","1998.0",214.5,"I","i"
"36","1501","281","1999.0",253.325,"I","i"
"36","1501","281","2000.0",324.65,"I","i"
"36","1501","281","2001.0",374.1,"I","i"
"36","1501","281","2002.0",432.55,"I","i"
"36","1501","281","2003.0",460.55,"I","i"
"36","1501","281","2004.0",488.175,"I","i"
"36","1501","281","2005.0",505.325,"I","i"
"36","1501","281","2006.0",632.95,"I","i"
"36","1501","281","2007.0",723.875,"I","i"
"36","1501","281","2008.0",718.275,"I","i"
"36","1501","281","2009.0",786.925,"I","i"
"36","1501","281","2010.0",871.975,"I","i"
"36","1501","281","2011.0",992.425,"I","i"
"36","1501","281","2012.0",1234.85,"I","i"
"36","1501","281","2013.0",1203.625,"I","i"
"36","1501","281","2014.0",1169.375,"I","i"
"36","1501","281","2015.0",1152.85,"I","i"
"36","1501","281","2016.0",1494.975,"I","i"
"36","1501","281","2017.0",1393.2,"I","i"
"36","1501","284","1961.0",0.003916,"I","i"
"36","1501","284","1962.0",0.003844,"I","i"
"36","1501","284","1963.0",0.003772,"I","i"
"36","1501","284","1964.0",0.003081,"I","i"
"36","1501","284","1965.0",0.004822,"I","i"
"36","1501","284","1966.0",0.004706,"I","i"
